"FECHA DE MUESTREO","ESTACIONES","pH","TEMPERATURA (°C)","COLOR (UPC)","TURBIEDAD (UNT)","SOLIDOS TOTALES (mg SST/l)","SOLIDOS SUSPENDIDOS TOTALES (mg SS/l)","SOLIDOS DISUELTOS (mg SD/l)","DEMANDA BIOQUIMICA DE OXIGENO (mg O2/l)","DEMANDA QUIMICA DE OXIGENO (mg O2/l)","OXIGENO DISUELTO (mg O2/l)","DUREZA TOTAL (mg CaCO3/l)","DUREZA CALCICA (mg CaCO3/l)","DUREZA MAGNESICA (mg CaCO3/l)","CALCIO (mg Ca/l)","MAGNESIO (mg Mg/l)","ALCALINIDAD TOTAL (mg CaCO3/l)","BICARBONATOS (mg CaCO3/l)","CONDUCTIVIDAD ELÉCTRICA (µS/cm)","HIERRO TOTAL (mg Fe/l)","HIERRO DISUELTO (mg Fe/l)","MANGANESO TOTAL (mg Mn/l)","MANGANESO DISUELTO (mg Mn/l)","SODIO TOTAL (mg Na/l)","SODIO DISUELTO (mg Na/l)","POTASIO TOTAL (mg K/l)","POTASIO DISUELTO (mg K/l)","COBRE TOTAL (mg Cu/l)","COBRE DISUELTO (mg Cu/l)","ZINC TOTAL (mg Zn/l)","ZINC DISUELTO (mg Zn/l)","CIANUROS (µg CN-/l)","FLUORUROS (mg F/l)","SULFUROS (mg S-2/l)","SILICE (mg Si/l)","NITROGENO TOTAL (mg N/l)","NITROGENO AMONIACAL (mg N-NH3/l)","NITRITOS (mg N-NO2/l)","NITRATOS (mg N-NO3/l)","CLORUROS (mg Cl/l)","FOSFORO TOTAL (mg P/l)","FOSFATOS (mg PO4/l)","SULFATOS (mg SO4/l)","CADMIO TOTAL (mg Cd/l)","CADMIO DISUELTO (mg Cd/l)","CROMO TOTAL (mg Cr/l)","CROMO DISUELTO (mg Cr/l)","NIQUEL TOTAL (mg Ni/l)","NIQUEL DISUELTO (mg Ni/l)","PLOMO TOTAL (mg Pb/l)","PLOMO DISUELTO (mg Pb/l)","MERCURIO (µg Hg/l)","COLIFORMES TOTALES (NMP/100 ml)","COLIFORMES FECALES (NMP/100 ml)","CAUDAL (m3/s)"
"2019 Oct 23 12:00:00 AM","LA VICTORIA","7.34","24.3","856","150","302","170","132","8.55","<11,1","2.3","69","35","34","14","8.27","59.3","59.3","171","2.46",,"<0,353",,"8.59",,"2.58",,"<0,0980",,"<0,0300",,,,,,,"<0,366","<0,0898","2.02","7.16","0.231","0.212","17.3","<0,0400",,"<0,288",,"<0,0900",,"<0,313",,,"9.30E+03","4.30E+03",
"2019 Oct 23 12:00:00 AM","ANACARO","7.44","24.3","1384","220","396","260","136","9.02","<11,1","2.28","78","40","38","16","9.24","58.3","58.3","174","2.96",,"<0,353",,"9.59",,"2.64",,"<0,0980",,"<0,0300",,,,,,,"<0,366","<0,0898","1.28","6.86","0.299","0.255","19","<0,0400",,"<0,288",,"<0,0900",,"<0,313",,,"4.30E+04","2.30E+04",
"2019 Oct 23 12:00:00 AM","PUENTE LA VIRGINIA","7.55","23.5","1339","250","522","435","136","6.2","<11,1","3.2","61","31","30","12.4","7.29","61.5","61.5","159","3.9",,"<0,353",,"8.08",,"2.72",,"<0,0980",,"<0,0300",,,,,,,"<0,366","<0,0898","1.27","6.6","0.327",,"16","<0,0400",,"<0,288",,"<0,0900",,"<0,313",,,"4.30E+04","9.00E+03",
"2020 Mar 18 12:00:00 AM","ANTES SUAREZ","7.07","25.5","70.1","9.3","120","<11,6","108","1.65","<11,1","3.28","49","28","21","11.2","5.11","44.3","44.3","112","0.836",,"0.0899",,"4.96",,"1.5",,"<0,168",,"<0,0259",,,,,,,"< 0,250","< 0,00973","0.346","4.91","< 0,0662","< 0,203","15.6","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.30E+01","<3,00E+00",
"2020 Mar 18 12:00:00 AM","ANTES RIO OVEJAS","7.12","24.3","77.6","9.7","90","<11,6","78.4","1.79","<11,1","3.55","31.8","15.2","16.6","6.09","4.04","58.2","58.2","87","0.396",,"0.0669",,"5.01",,"1.49",,"<0,168",,"0.0267",,,,,,,"< 0,250","< 0,00973","0.355","4.94","<0,0662","< 0,203","15.7","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.00E+02","4.00E+02",
"2020 Mar 18 12:00:00 AM","ANTES RIO TIMBA","7.34","24.7","106","18","80","19","61","1.49","<11,1","5.25","30.8","19.9","10.9","7.98","2.65","25.3","25.3","92.8","0.489",,"0.0742",,"4.49",,"1.33",,"<0,168",,"<0,0259",,,,,,,"< 0,250","< 0,00973","0.334","4.3","< 0,0662","< 0,203","13.8","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.30E+03","1.50E+03",
"2020 Mar 18 12:00:00 AM","PASO DE LA BALSA","7.38","25.7","128","18","112","29","83","1.84","<11,1","5.39","29.9","14.5","15.4","5.81","3.74","27.6","27.6","81.6","1.36",,"0.0905",,"4.67",,"1.39",,"<0,168",,"<0,0259",,,,,,,"< 0,250","< 0,00973","0.382","4.26","<0,0662","< 0,203","13.7","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"4.30E+03","9.00E+02",
"2020 Mar 18 12:00:00 AM","PASO DE LA BOLSA","7.31","25.4","168","36","98","40","58","1.91","<11,1","6","26.9","20.4","6.5","8.18","1.58","26.4","26.4","82.2","0.884",,"0.0745",,"4.23",,"1.31",,"<0,168",,"<0,0259",,,,,,,"< 0,250","< 0,00973","0.379","3.87","< 0,0662","< 0,203","12.7","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"2.00E+03","1.50E+03",
"2020 Mar 18 12:00:00 AM","PUENTE HORMIGUERO","7.33","25.6","167","33","124","59","65","2.03","<11,1","6.04","28.9","16.2","12.7","6.49","3.09","27.5","27.5","87.5","1.37",,"0.132",,"5.79",,"1.44",,"<0,168",,"<0,0259",,,,,,,"< 0,250","< 0,00973","0.42","5.46","< 0,0662","< 0,203","13.5","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"4.60E+04","9.30E+03",
"2020 Mar 18 12:00:00 AM","ANTES INTERCEPTOR SUR","7.28","24.9","239","75","168","108","60","1.98","<11,1","5.87","29.9","21.4","8.5","8.58","2.07","28.9","28.9","88.3","4.24",,"0.123",,"4.33",,"1.31",,"<0,168",,"<0,0259",,,,,,,"< 0,250","< 0,00973","0.422","3.39","< 0,0662","< 0,203","11.1","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"2.40E+05","4.30E+04",
"2020 Mar 18 12:00:00 AM","JUANCHITO","7.25","24.6","254","37","214","118","96","1.86","<11,1","5.26","32.8","22.1","10.7","8.86","2.6","29.3","29.3","92.8","4.1",,"0.14",,"5.11",,"1.49",,"<0,168",,"0.268",,,,,,,"< 0,250","0.018","0.485","4.08","< 0,0662","< 0,203","13.3","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"1.50E+04","9.30E+03","271.37"
"2020 Mar 18 12:00:00 AM","PASO DEL COMERCIO","7.16","24.6","195","37","152","74","78","3.3","<11,1","4.94","31.8","20.8","11","8.34","2.67","31.4","31.4","108","1.21",,"0.123",,"5.87",,"1.62",,"<0,168",,"<0,0259",,,,,,,"0.387","0.011","0.43","5.05","< 0,0662","< 0,203","14","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"4.60E+06","9.30E+05",
"2020 Mar 18 12:00:00 AM","PUERTO ISAACS","6.98","24.1","163","34","202","114","88","3.59","<11,1","4.13","40.8","34.5","6.3","13.8","1.53","33.6","33.6","143","1.2",,"0.106",,"7.28",,"1.66",,"<0,168",,"<0,0259",,,,,,,"0.251","0.032","0.438","5.29","< 0,0662","< 0,203","14","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"4.30E+05","2.30E+05",
"2020 Mar 18 12:00:00 AM","PASO DE LA TORRE","6.83","25","140","40","172","73","99","4.3","47.3","2.79","37.8","25.8","12","10.3","2.92","33.1","33.1","121","1.64",,"0.106",,"7.32",,"1.77",,"<0,168",,"<0,0259",,,,,,,"0.524","0.023","0.429","6.02","0.085","< 0,203","15","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"1.50E+06","9.30E+05",
"2020 Mar 18 12:00:00 AM","VIJES","6.94","23","170","35","162","57","105","1.87","33.6","2.78","42.8","23.3","19.5","9.34","4.74","32.6","32.6","120","3.1",,"0.0999",,"7.07",,"1.7",,"<0,168",,"0.04",,,,,,,"0.459","0.032","0.434","5.83","0.151","< 0,203","14.8","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.30E+04","9.30E+04",
"2020 Mar 18 12:00:00 AM","YOTOCO","6.98","23","211","70","160","71","89","3.62","40.8","1.99","40.8","30.5","10.3","12.2","2.5","37.9","37.9","147","4.54",,"0.129",,"7.48",,"1.77",,"<0,168",,"0.0872",,,,,,,"0.584","0.058","0.509","5.64","0.225","< 0,203","13.4","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.30E+04","4.30E+04",
"2020 Mar 18 12:00:00 AM","MEDIACANOA","7.02","23","227","75","174","86","88","3.5","19.3","1.75","42.8","23.4","19.4","9.38","4.72","35.8","35.8","129","2.42",,"0.12",,"7.5",,"1.9",,"<0,168",,"0.0553",,,,,,,"0.592","0.046","0.5","5.6","0.226","< 0,203","13.4","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"7.50E+04","4.30E+04",
"2020 Mar 18 12:00:00 AM","RIOFRIO","7.05","23","248","80","184","80","104","4.43","12.1","2.15","60.7","50.8","9.9","20.4","2.41","44.4","44.4","167","1.88",,"0.105",,"7.61",,"1.94",,"<0,168",,"0.0865",,,,,,,"0.484","0.07","0.6","5.39","0.105","< 0,203","12.9","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.30E+03","4.30E+03",
"2020 Mar 18 12:00:00 AM","PUENTE GUAYABAL","6.92","24","342","95","202","100","102","4.61","26.4","2.29","45.8","34.8","11","13.9","2.67","37.1","37.1","137","3.14",,"0.151",,"7.64",,"1.97",,"<0,168",,"0.0411",,,,,,,"< 0,250","0.118","0.784","5.52","0.248","< 0,203","14.3","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.30E+04","9.00E+03",
"2020 Mar 18 12:00:00 AM","LA VICTORIA","7.03","23","371","130","222","126","96","4.38","20.2","2.34","34.8","25.9","8.9","10.4","2.16","35.8","35.8","129","3.38",,"0.193",,"6.92",,"1.83",,"<0,168",,"0.0936",,,,,,,"< 0,250","0.142","0.957","5.22","0.211","< 0,203","13.1","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"5.00E+04","4.30E+03",
"2020 Mar 18 12:00:00 AM","ANACARO","7.06","23","300","105","174","100","74","3.84","27.5","2.29","59.7","35.9","23.8","14.4","5.79","35.5","35.5","136","2.92",,"0.17",,"7.72",,"2",,"<0,168",,"0.0627",,,,,,,"< 0,250","0.139","1.05","5.82","0.275","< 0,203","15.5","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"2.40E+04","9.30E+03",
"2020 Mar 18 12:00:00 AM","PUENTE LA VIRGINIA","6.94","20","355","80","232","92","140","3.5","22.5","2.67","62.7","45.1","17.6","18.1","4.28","44","44","171","6.11",,"0.181",,"7.53",,"2.02",,"<0,168",,"0.0265",,,,,,,"< 0,250","0.131","0.966","5.56","0.285","< 0,203","13.5","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"2.40E+04","9.30E+03",
"2020 Sep 22 12:00:00 AM","ANTES SUAREZ","7.53","27","164","19","80","14","66","1.65","28.8","6.59","30.5","20.7","9.8","8.3","2.38","20.2","20.2","102","2.25",,"0.555",,"5.81",,"1.7",,"<0,168",,"<0,0259",,,,,,,"0.537","0.017","< 0,171","5.61","<0,0935","< 0,203","17.2","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.00E+01","4.00E+01",
"2020 Sep 22 12:00:00 AM","ANTES RIO OVEJAS","7.38","25","221","28","108","34","74","1.79","34.4","6.6","28.4","19.3","9.1","7.74","2.21","20.5","20.5","99.9","3.35",,"0.539",,"5.55",,"1.68",,"<0,168",,"<0,0259",,,,,,,"0.483","0.02","< 0,171","5.73","<0,0935","< 0,203","16.9","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"4.30E+02","2.30E+02",
"2020 Sep 22 12:00:00 AM","ANTES RIO TIMBA","7.5","26","132","16","96","<11,6","84.4","1.49","24.2","6.67","41.4","26.4","15","10.6","3.65","26.7","26.7","122","1.89",,"0.442",,"5.56",,"1.59",,"<0,168",,"<0,0259",,,,,,,"0.311","0.023","< 0,171","5.03","<0,0935","< 0,203","15.1","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"2.40E+03","9.30E+02",
"2020 Sep 22 12:00:00 AM","PASO DE LA BALSA","7.58","26","234","27","108","32","76","1.84","23.2","6.5","31.7","17.3","14.4","6.93","3.5","21.5","21.5","92.3","3.47",,"0.411",,"5.14",,"1.47",,"<0,168",,"<0,0259",,,,,,,"0.292","0.024","< 0,171","4.68","<0,0935","< 0,203","14.4","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.30E+03","9.30E+03",
"2020 Sep 22 12:00:00 AM","PASO DE LA BOLSA","7.5","26.6","135","31","98","23","75","1.91","31.3","5.85","45.2","32.8","12.4","13.1","3.01","30.1","30.1","129","2.96",,"0.274",,"4.97",,"1.49",,"<0,168",,"<0,0259",,,,,,,"< 0,250","0.031","0.284","4.51","0.126","< 0,203","14.1","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"8.00E+02","4.30E+02",
"2020 Sep 22 12:00:00 AM","PUENTE HORMIGUERO","7.21","23.8","162","23","112","35","77","2.03","23.7","5.32","38","20.1","17.9","8.06","4.35","29.3","29.3","105","3.89",,"0.24",,"5.85",,"1.71",,"<0,168",,"2.8",,,,,,,"< 0,250","0.03","0.31","4.73","<0,0935","< 0,203","13.6","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"4.30E+04","4.30E+04",
"2020 Sep 22 12:00:00 AM","ANTES INTERCEPTOR SUR","7.43","24.2","190","24","152","64","88","1.98","34.5","5.2","56.1","39.8","16.3","16","3.96","41","41","145","4.38",,"0.232",,"5.93",,"1.72",,"<0,168",,"<0,0259",,,,,,,"< 0,250","0.033","0.315","4.91","<0,0935","< 0,203","14.1","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"4.30E+04","2.30E+04",
"2020 Sep 22 12:00:00 AM","JUANCHITO","7.14","24.4","216","32","132","43","89","1.86","28.4","4.45","37.7","23.9","13.8","9.58","3.36","30.2","30.2","110","3.43",,"0.165",,"5.9",,"1.71",,"<0,168",,"<0,0259",,,,,,,"0.284","0.036","0.36","4.9","<0,0935","< 0,203","14.7","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"8.00E+03","8.00E+03","172.07"
"2020 Sep 22 12:00:00 AM","PASO DEL COMERCIO","7.11","24.7","236","40","158","67","91","3.3","41.9","3.98","39.5","21.4","18.1","8.58","4.4","34.7","34.7","130","5.53",,"0.175",,"7.45",,"2.07",,"<0,168",,"<0,0259",,,,,,,"1.33","0.04","0.33","6.37","0.193","< 0,203","15.6","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"1.10E+06","5.00E+05",
"2020 Sep 22 12:00:00 AM","PUERTO ISAACS","7.08","25.5","144","30","136","41","95","3.59","40.2","2.82","44.6","25.4","19.2","10.2","4.67","37.9","37.9","133","3.62",,"0.288",,"8.2",,"2.16",,"<0,168",,"<0,0259",,,,,,,"1.27","0.052","0.407","6.73","0.116","< 0,203","15.6","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"8.00E+05","8.00E+05",
"2020 Sep 22 12:00:00 AM","PASO DE LA TORRE","7","25.3","113","13","122","29","93","4.3","29.7","1.16","47.1","24.8","22.3","9.94","5.42","41.7","41.7","144","2.64",,"0.165",,"9.72",,"2.25",,"<0,168",,"<0,0259",,,,,,,"1.38","0.043","0.333","7.32","0.193","< 0,203","16.3","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"2.40E+07","9.30E+06",
"2020 Sep 22 12:00:00 AM","VIJES","7.02","25.7","105","16","120","22","98","1.87","36.6","0.93","43.7","26.4","17.3","10.6","4.21","44.9","44.9","155","2.2",,"0.168",,"11",,"2.35",,"<0,168",,"<0,0259",,,,,,,"1.69","0.052","0.299","8.3","0.237","< 0,203","16.9","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"2.40E+05","2.40E+05",
"2020 Sep 22 12:00:00 AM","YOTOCO","7.08","26.2","124","40","118","43","75","3.62","34.6","1.55","46.9","28.9","18","11.6","4.38","45.7","45.7","147","3.64",,"0.137",,"9.21",,"2.35",,"<0,168",,"<0,0259",,,,,,,"1.5","0.065","0.382","7.37","0.249","< 0,203","15.9","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"4.30E+04","4.30E+04",
"2020 Sep 22 12:00:00 AM","MEDIACANOA","7.11","26.2","172","29","160","58","102","3.5","46.2","1.59","47.4","26.6","20.8","10.7","5.06","43.1","43.1","147","4.16",,"0.115",,"9.29",,"2.23",,"<0,168",,"0.0878",,,,,,,"1.08","0.066","0.385","7.36","0.189","< 0,203","15.7","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.30E+03","9.30E+03",
"2020 Sep 22 12:00:00 AM","RIOFRIO","7.25","28","201","65","132","71","61","4.43","27.4","2.6","47.2","26.9","20.3","10.8","4.94","45.6","45.6","140","6.1",,"0.112",,"8.96",,"2.2",,"<0,168",,"0.0791",,,,,,,"0.732","0.128","0.526","6.85","0.187","< 0,203","15.2","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"4.30E+04","4.30E+04",
"2020 Sep 22 12:00:00 AM","PUENTE GUAYABAL","7.22","25.5","165","50","116","44","72","4.61","28.8","2.51","50","30.3","19.7","12.1","4.79","47.7","47.7","148","4.6",,"0.116",,"8.8",,"2.33",,"<0,168",,"0.0519",,,,,,,"0.332","0.174","0.516","7.43","0.159","< 0,203","15.1","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.30E+03","9.30E+03",
"2020 Sep 22 12:00:00 AM","LA VICTORIA","7.25","25.1","401","95","216","136","80","4.38","28.5","2.68","51.5","32.8","18.7","13.1","4.55","37.9","37.9","135","8.86",,"0.156",,"7.99",,"2.17",,"<0,168",,"<0,0259",,,,,,,"< 0,250","0.185","0.855","6.48","0.148","< 0,203","15.2","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.30E+03","9.30E+03",
"2020 Sep 22 12:00:00 AM","ANACARO","7.28","24.8","175","39","132","50","82","3.84","33.3","2.84","49.6","27.9","21.7","11.2","5.28","39.2","39.2","137","5.99",,"0.135",,"8.24",,"2.16",,"<0,168",,"<0,0259",,,,,,,"< 0,250","0.113","0.816","6.72","0.184","< 0,203","16","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"2.30E+03","9.00E+02",
"2020 Sep 22 12:00:00 AM","PUENTE LA VIRGINIA","7.45","24.7","221","37","138","70","68","3.5","26.8","3.27","46","27.4","18.6","11","4.52","38.7","38.7","127","4.1",,"0.0691",,"7.86",,"2.11",,"<0,168",,"0.0392",,,,,,,"< 0,250","0.11","0.972","5.94","0.131","< 0,203","13.6","<0,0299",,"<0,108",,"<0,273",,"<0,0499",,,"9.30E+03","9.30E+03",
"2021 Mar 17 12:00:00 AM","ANTES SUAREZ","7.44","23","61.4","27","82","17","65","2.45","<11,0","5.36","18.4","10.2","8.2","4.09","1.99","15.3","15.3","65.1","1.73",,"0.0335",,"3.35",,"1.26",,"0.0445",,"0.029",,,,,,,"<0,250","< 0,0101","0.316","3.32","<0,0935","<0,202","9.26",,,"< 0,00500",,"0.002",,"0.006",,,"9.30E+02","4.00E+01",
"2021 Mar 17 12:00:00 AM","ANTES RIO OVEJAS","7.41","23","71.2","27","92","23","69","1.72","<11,0","5.59","16.9","11.5","5.4","4.61","1.31","1502","15.2","64.1","1.76",,"0.0315",,"3.41",,"1.18",,"0.039",,"0.049",,,,,,,"<0,250","< 0,0101","0.305","3.25","<0,0935","<0,202","9.2",,,"< 0,00500",,"0.0445",,"0.0155",,,"5.00E+03","2.40E+03",
"2021 Mar 17 12:00:00 AM","ANTES RIO TIMBA","7.71","23","72.5","55","154","91","63","1.87","<11,0","5.98","17.1","10.4","6.7","4.17","1.63","17","17","59.6","5.54",,"0.0943",,"3.08",,"1.1",,"0.0413",,"0.107",,,,,,,"<0,250","0.015","0.292","2.81","<0,0935","<0,202","7.73",,,"0.01",,"0.012",,"0.008",,,"9.30E+03","4.30E+03",
"2021 Mar 17 12:00:00 AM","PASO DE LA BALSA","7.75","23","52.2","65","186","126","60","1.82","11.8","6.38","18.3","11.3","7","4.53","1.7","17.4","17.4","60.7","9.05",,"0.184",,"2.76",,"0.935",,"0.0603",,"0.067",,,,,,,"<0,250","0.017","0.291","2.64","<0,0935","<0,202","7.88",,,"0.0115",,"0.01",,"0.0185",,,"2.40E+03","2.40E+03",
"2021 Mar 17 12:00:00 AM","PASO DE LA BOLSA","7.84","23","75","60","142","93","49","2.21","11.7","6.43","16.4","13.6","2.8","5.45","0.681","20","20","62.9","6.3",,"0.135",,"2.74",,"0.981",,"0.0467",,"0.041",,,,,,,"<0,250","0.013","0.31","2.49","<0,0935","<0,202","7.43",,,"0.016",,"0.005",,"0.016",,,"4.30E+03","9.00E+02",
"2021 Mar 17 12:00:00 AM","PUENTE HORMIGUERO","7.54","22","98.2","200","906","747","159","2.04","18.8","6.7","24.9","18.7","6.2","7.49","1.51","28","28","79.1","36.1",,"0.719",,"3.04",,"1.07",,"0.122",,"0.119",,,,,,,"<0,250","0.031","0.316","2.75","0.351","<0,202","8.52",,,"0.0907",,"0.0417",,"0.022",,,"2.40E+04","9.30E+03",
"2021 Mar 17 12:00:00 AM","ANTES INTERCEPTOR SUR","7.49","22","121","120","778","715","63","2.77","32.7","5.9","29.4","17.2","12.2","6.89","2.97","31.3","31.3","86.4","27.8",,"0.55",,"3.15",,"1.28",,"0.264",,"0.153",,,,,,,"<0,250","0.034","0.344","2.86","0.282","<0,202","<2,50",,,"0.0627",,"0.0335",,"0.0635",,,"5.00E+04","2.40E+04",
"2021 Mar 17 12:00:00 AM","JUANCHITO","7.21","22","114","85","534","402","132","2.7","18.9","5.18","81.6","49.1","32.5","19.7","7.9","38","38","97.9","20.8",,"0.451",,"3.44",,"1.37",,"0.08",,"0.34",,,,,,,"<0,250","0.0691","0.313","2.97","0.256","<0,202","8.99",,,"0.046",,"0.0285",,"0.0135",,,"2.40E+04","2.40E+04","478"
"2021 Mar 17 12:00:00 AM","PASO DEL COMERCIO","7.3","21","101","100","458","340","118","4.32","18.3","3.53","48.3","39.1","9.2","15.7","2.24","37","37","102","17.4",,"0.334",,"3.45",,"1.37",,"0.184",,"0.27",,,,,,,"<0,250","0.019","0.352","3.58","<0,0935","<0,202","9.47",,,"0.0285",,"0.037",,"0.022",,,"9.30E+04","9.30E+03",
"2021 Mar 17 12:00:00 AM","PUERTO ISAACS","7.14","21","58.1","80","428","334","94","3.22","18.6","5.19","31.2","22.4","8.8","8.98","2.14","34.1","34.1","101","14.2",,"0.332",,"4.1",,"1.49",,"0.073",,"0.275",,,,,,,"<0,250","0.024","0.383","3.6","<0,0935","<0,202","10.8",,,"0.0257",,"0.115",,"0.0167",,,"1.10E+05","1.10E+05",
"2021 Mar 17 12:00:00 AM","PASO DE LA TORRE","7.33","22","122","95","560","487","73","5.3","15.7","4.81","34.9","24.4","10.5","9.78","2.55","40","40","114","15.1",,"0.326",,"4.61",,"1.6",,"0.103",,"0.093",,,,,,,"<0,250","0.044","0.42","4.06","0.257","<0,202","10.9",,,"0.0283",,"0.0173",,"0.024",,,"4.30E+04","4.30E+04",
"2021 Mar 17 12:00:00 AM","VIJES","7.49","22.5","43.1","220","488","408","80","5.67","16.2","4.56","43.2","29.8","13.4","11.9","3.26","43.4","43.4","125","21.9",,"0.578",,"5.21",,"1.55",,"0.0577",,"0.0975",,,,,,,"<0,250","0.032","0.391","3.96","<0,0935","<0,202","11.7",,,"0.048",,"0.0235",,"0.0555",,,"2.40E+05","2.40E+05",
"2021 Mar 17 12:00:00 AM","YOTOCO","7.51","22.3","189","150","260","108","152","22.3","59.6","5.3","55.6","53.2","2.4","21.3","0.583","65.4","65.4","162","15.8",,"0.255",,"6.33",,"4.09",,"0.0797",,"0.118",,,,,,,"2.03","0.116","0.856","4.12","0.58","0.493","7.22",,,"0.024",,"0.016",,"0.0185",,,"5.00E+06","2.30E+05",
"2021 Mar 17 12:00:00 AM","MEDIACANOA","7.44","21.8","35.1","11","140","15","125","1.44","<11,0","4.25","72.5","59.3","13.2","23.8","3.21","74","74","151","1.71",,"0.0667",,"3.59",,"1.1",,"0.0503",,"0.0685",,,,,,,"<0,250","< 0,0101","0.559","<2,20","<0,0935","<0,202","2.8",,,"< 0,00500",,"0.007",,"0.267",,,"9.30E+03","4.30E+03",
"2021 Mar 17 12:00:00 AM","RIOFRIO","7.6","22.2","120","330","526","353","173","2.83","25.8","4.39","105","58.4","46.6","23.4","11.3","107","107","233","19.6",,"0.495",,"8.25",,"1.78",,"0.0477",,"0.16",,,,,,,"<0,250","0.023","0.247","3.07","<0,0935","<0,202","13.1",,,"0.0793",,"0.0413",,"0.076",,,"1.10E+06","2.10E+05",
"2021 Mar 17 12:00:00 AM","PUENTE GUAYABAL","7.4","20.3","297","750","1326","1285","41","1.41","17.9","3.82","53.7","6","47.7","2.4","11.6","62","62","125","48.9",,"1.08",,"3.01",,"0.925",,"0.12",,"0.099",,,,,,,"<0,250","0.02","0.302","<2,20","<0,0935","<0,202","6.3",,,"0.242",,"0.238",,"0.09",,,"4.30E+04","9.00E+03",
"2021 Mar 17 12:00:00 AM","LA VICTORIA","7.43","21.2","174","300","554","490","64","3.65","12.1","3.97","54.4","41.1","13.3","16.5","3.23","46","46","129","20.2",,"0.441",,"5.35",,"1.73",,"0.0937",,"0.081",,,,,,,"<0,250","0.039","0.459","4.11","<0,0935","<0,202","11.7",,,"0.0377",,"0.021",,"0.0115",,,"2.00E+04","2.00E+04",
"2021 Mar 17 12:00:00 AM","ANACARO","7.32","20.5","170","400","872","815","57","5.74","26.9","3.36","52.4","45.3","7.1","18.2","1.73","55","55","144","30.4",,"0.641",,"5.54",,"2.29",,"0.094",,"0.122",,,,,,,"<0,250","0.073","0.602","3.95","<0,0935","<0,202","11.6",,,"0.07",,"0.042",,"0.0315",,,"5.00E+05","5.00E+05",
"2021 Mar 17 12:00:00 AM","PUENTE LA VIRGINIA","5.32","22.2","74.3","550","480","237","243","4.43","18.8","4.71","46.9","31.5","15.4","12.6","3.74","49.1","49.1","126","30.6",,"0.663",,"4.67",,"1.95",,"0.145",,"0.193",,,,,,,"<0,250","0.059","0.479","3.58","<0,0935","<0,202","9.58",,,"0.0943",,"0.0457",,"0.043",,,"4.30E+03","4.30E+03",
"2021 Sep 14 12:00:00 AM","ANTES SUAREZ","6.77","21.2","16.3","7.4","88","<11,6","76.4","2.76","<11,0","1.98","26.5","14.3","12.2","5.73","2.97","16.8","16.8","94.8","0.553",,"0.121",,"4.58",,"1.1",,"< 0,168",,"< 0,0259",,,,,,,"<0,250","<0,0101","0.358","5.2","<0,0959","<0,202","15.9","< 0,0299",,"< 0,108",,"< 0,273",,"< 0,0499",,,"9.30E+02","2.30E+02",
